Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,comprehension_continue_key.rt,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,EncodingPractice,OBJ,TARGET,1,stimuli/fractals/167a.jpg,300.0,0.0,500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.02396072899865,None,64.02396072899865,None,None,64.02396072899865,None,64.60054719300024,None,64.60054719300024,None,None,64.60054719300024,None,67.60265186199831,None,67.60265186199831,None,67.60265186199831,None,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/149a.jpg,300.0,0.0,1000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.53534653599854,None,68.53534653599854,None,None,68.53534653599854,None,69.60988920800082,None,69.60988920800082,None,None,69.60988920800082,None,72.61295738699846,None,72.61295738699846,None,72.61295738699846,None,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,EncodingPractice,LOC,FOIL,1,stimuli/fractals/148b.jpg,212.1320344,212.1320344,1000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.54775926799994,None,73.54775926799994,None,None,73.54775926799994,None,74.63900021199879,None,74.63900021199879,None,None,74.63900021199879,None,77.62271876700106,None,77.62271876700106,None,77.62271876700106,None,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,EncodingPractice,LOC,LURE,1,stimuli/fractals/159a.jpg,0.0,300.0,5000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.55908977099898,None,78.55908977099898,None,None,78.55908977099898,None,83.69782848199975,None,83.69782848199975,None,None,83.69782848199975,None,86.64076703699902,None,86.64076703699902,None,86.64076703699902,None,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,EncodingPractice,OBJ,LURE,1,stimuli/fractals/177b.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.56988404599906,None,87.56988404599906,None,None,87.56988404599906,None,88.48065218699776,None,88.48065218699776,None,None,88.48065218699776,None,91.45457515999806,None,91.45457515999806,None,91.45457515999806,None,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/181c.jpg,-300.0,0.0,3000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38118494299852,None,92.38118494299852,None,None,92.38118494299852,None,95.48969605000093,None,95.48969605000093,None,None,95.48969605000093,None,98.45881555300002,None,98.45881555300002,None,98.45881555300002,None,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/163a.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.39334722000058,None,99.39334722000058,None,None,99.39334722000058,None,100.294271939998,None,100.294271939998,None,None,100.294271939998,None,103.27008636299797,None,103.27008636299797,None,103.27008636299797,None,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,EncodingPractice,LOC,TARGET,1,stimuli/fractals/166a.jpg,-300.0,0.0,1500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.20199252800012,None,104.20199252800012,None,None,104.20199252800012,None,105.7757354360001,None,105.7757354360001,None,None,105.7757354360001,None,108.78123085100015,None,108.78123085100015,None,108.78123085100015,None,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.71159224299845,None,right,5.98583797199899,110.71013861699976,None,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,,,OLP,1,stimuli/fractals/106a.jpg,212.1320344,212.1320344,2000,,1,1,3,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.79975012299838,None,118.79975012299838,None,None,118.79975012299838,None,120.88878920299976,None,120.88878920299976,None,None,120.88878920299976,None,,,,,,,,,,,,,110.71013861699976,None,116.69859075699787,None,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,,,OLP,1,stimuli/fractals/78a.jpg,212.1320344,-212.1320344,6000,,2,1,3,stimuli/fractals/78a.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.81043445599789,None,123.81043445599789,None,None,123.81043445599789,None,129.91043859899946,None,129.91043859899946,None,None,129.91043859899946,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,,,LLP,1,stimuli/fractals/129b.jpg,212.1320344,212.1320344,2000,,3,1,5,stimuli/fractals/129b.jpg,stimuli/fractals/129c.jpg,stimuli/fractals/129a.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-212.1320344,-212.1320344,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,148.55972781200035,None,148.55972781200035,None,f,0,0.44220886200128007,149.55813779500022,None,150.00985735699942,None,right,153.01501124599963,None,153.01501124599963,None,152.01611574699928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.17392729399944,None,168.17392729399944,None,None,168.17392729399944,None,170.26623056899916,None,170.26623056899916,None,None,170.26623056899916,None,,,,,,,,,,,,,,,166.1017504429983,None,8.760567350000201,161.78589974499846,None,right,4.312561025999457,161.78589974499846,None,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,,,ERP,1,stimuli/fractals/94c.jpg,212.1320344,-212.1320344,1000,,4,1,2,stimuli/fractals/94c.jpg,stimuli/fractals/94b.jpg,stimuli/fractals/94a.jpg,212.1320344,-212.1320344,300.0,0.0,0.0,-300.0,-300.0,0.0,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.1850002179999,None,173.1850002179999,None,None,173.1850002179999,None,174.3862482629993,None,174.3862482629993,None,None,174.3862482629993,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,,,OLP,2,stimuli/fractals/106c.jpg,212.1320344,212.1320344,5000,,5,1,0,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,182.7431220619983,None,182.7431220619983,None,k,1,0.0074576070001057815,183.7416272929986,None,183.75527969500035,None,None,186.7590071459992,None,186.7590071459992,None,185.7612985199994,185.7612985199994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.1883597019987,None,190.1883597019987,None,None,190.1883597019987,None,195.28327024600003,None,195.28327024600003,None,None,195.28327024600003,None,,,,,,,,,,,,,,,188.1159504089992,None,0.7986818149984174,186.76099035600055,None,right,1.3522095170010289,186.76099035600055,None,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
,,,,,,,,OLP,2,stimuli/fractals/78c.jpg,212.1320344,-212.1320344,3000,,6,1,0,stimuli/fractals/78a.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.20203639700048,None,198.20203639700048,None,None,198.20203639700048,None,201.33859746099915,None,201.33859746099915,None,None,201.33859746099915,None,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_18_0005,TRK-online,2020.1.0,958.812024084209,
