Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,EncodingPractice,OBJ,TARGET,1,stimuli/fractals/167a.jpg,300.0,0.0,500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.82419494299938,None,81.82419494299938,None,None,81.82419494299938,None,82.39485248399978,None,82.39485248399978,None,None,82.39485248399978,None,85.3958297679992,None,85.3958297679992,None,85.3958297679992,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/149a.jpg,300.0,0.0,1000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3319468009995,None,86.3319468009995,None,None,86.3319468009995,None,87.40027144499982,None,87.40027144499982,None,None,87.40027144499982,None,90.4045367079998,None,90.4045367079998,None,90.4045367079998,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,EncodingPractice,LOC,FOIL,1,stimuli/fractals/148b.jpg,212.1320344,212.1320344,1000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.34301186199991,None,91.34301186199991,None,None,91.34301186199991,None,92.4124124989994,None,92.4124124989994,None,None,92.4124124989994,None,95.41635147999932,None,95.41635147999932,None,95.41635147999932,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,EncodingPractice,LOC,LURE,1,stimuli/fractals/159a.jpg,0.0,300.0,5000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.35121531200002,None,96.35121531200002,None,None,96.35121531200002,None,101.42957703999946,None,101.42957703999946,None,None,101.42957703999946,None,104.42774593599916,None,104.42774593599916,None,104.42774593599916,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,EncodingPractice,OBJ,LURE,1,stimuli/fractals/177b.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.35882224299985,None,105.35882224299985,None,None,105.35882224299985,None,106.2328257829995,None,106.2328257829995,None,None,106.2328257829995,None,109.23733296699993,None,109.23733296699993,None,109.23733296699993,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/181c.jpg,-300.0,0.0,3000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.16880024900001,None,110.16880024900001,None,None,110.16880024900001,None,113.24006385699977,None,113.24006385699977,None,None,113.24006385699977,None,116.24281436699948,None,116.24281436699948,None,116.24281436699948,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/163a.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.17523731499932,None,117.17523731499932,None,None,117.17523731499932,None,118.04642138899999,None,118.04642138899999,None,None,118.04642138899999,None,121.04786262799917,None,121.04786262799917,None,121.04786262799917,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,EncodingPractice,LOC,TARGET,1,stimuli/fractals/166a.jpg,-300.0,0.0,1500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.9874387359996,None,121.9874387359996,None,None,121.9874387359996,None,123.55866687199978,None,123.55866687199978,None,None,123.55866687199978,None,126.56047675599984,None,126.56047675599984,None,126.56047675599984,None,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.49307454899918,None,right,2.4765117860006285,128.4919940489999,None,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,,,OLP,1,stimuli/fractals/7c.jpg,212.1320344,212.1320344,2000,,1,1,3,stimuli/fractals/7c.jpg,stimuli/fractals/7a.jpg,stimuli/fractals/7b.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.04352446599933,None,133.04352446599933,None,None,133.04352446599933,None,135.1153873309995,None,135.1153873309995,None,None,135.1153873309995,None,,,,,,,,,,,,,128.4919940489999,None,130.97111481999946,None,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,,,OLP,1,stimuli/fractals/55c.jpg,212.1320344,-212.1320344,6000,,2,1,3,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.05672309099918,None,138.05672309099918,None,None,138.05672309099918,None,144.13532061099977,None,144.13532061099977,None,None,144.13532061099977,None,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,,,LLP,1,stimuli/fractals/89b.jpg,212.1320344,212.1320344,2000,,3,1,5,stimuli/fractals/89b.jpg,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-212.1320344,-212.1320344,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,152.14595660299983,None,152.14595660299983,None,k,1,1.6656352469999547,153.14400733299954,None,154.81262036499993,None,None,157.81678057819937,None,157.81678057819937,None,156.81820815399988,156.81820815399988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.2439081249995,None,161.2439081249995,None,None,161.2439081249995,None,163.41739819299983,None,163.41739819299983,None,None,163.41739819299983,None,,,,,,,,,,,,,,,159.17348630799916,None,157.82649450399913,None,right,1.343652397000369,157.82649450399913,None,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,,,ERP,1,stimuli/fractals/101c.jpg,212.1320344,-212.1320344,1000,,4,1,2,stimuli/fractals/101c.jpg,stimuli/fractals/101a.jpg,stimuli/fractals/101b.jpg,212.1320344,-212.1320344,300.0,0.0,0.0,-300.0,-300.0,0.0,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.2526269179998,None,166.2526269179998,None,None,166.2526269179998,None,167.44019291899986,None,167.44019291899986,None,None,167.44019291899986,None,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_1317,TRK-online,2020.1.0,901.567817369869,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.38072190099956,None,176.38072190099956,None,j,0,9.633003326999642,177.37753957899986,None,187.02190973599954,None,None,176.36458244919942,None,176.36458244919942,None,175.36570524599938,175.36570524599938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
